store_location_id,company_id,position,country,state,latitude,longitude,localization,status,main_destination_id,pickup_destinations_ids,shopNumber,old_slid,is_warehouse,city_id,is_kik,is_pickup,shopFormat,lang_code,name,description,city,pickup_address,pickup_phone,pickup_time,meta_title,meta_description,time_delivery,country_title,id,text
496,1,2730,UA,18,50.281049,28.655434,,A,10,10,496,0,N,7380,N,Y,СТАНДАРТ,uk,"вул. Покровська, 129",,Житомир,,380675483493,ПН - НД 7:00 - 21:00,,,3,Україна,496,"Аврора #496 Житомир, вул. Покровська, 129"
498,1,9720,UA,18,50.252098,28.702976,,A,10,10,498,0,N,7380,N,Y,СТАНДАРТ,uk,"вул. Вітрука, 12-В",,Житомир,,380678068718,ПН - НД 8:00 - 21:00,,,3,Україна,498,"Аврора #498 Житомир, вул. Вітрука, 12-В"
499,1,6720,UA,63,49.8713257,36.9426884,,A,10,10,499,0,N,18818,N,Y,СТАНДАРТ,uk,"вул. Харківська, 100-А",,Печеніги,,380674591820,ПН - НД 8:00 - 20:00,,,3,Україна,499,"Аврора #499 Печеніги, вул. Харківська, 100-А"
500,1,8900,UA,14,48.849409,37.607298,,A,10,10,500,0,N,22464,N,Y,СТАНДАРТ,uk,"вул.Свободи, 8",,Слов'янськ,,380671714117,ПН - НД 7:00 - 20:00,,,3,Україна,500,"Аврора #500 Слов'янськ, вул.Свободи, 8"
501,1,3360,UA,05,48.363676,29.519702,,A,10,10,501,0,N,1019,N,Y,СТАНДАРТ,uk,"вул. Ярослава Мудрого, 15",,Бершадь,,380675483214,ПН - НД 8:00 - 21:00,,,3,Україна,501,"Аврора #501 Бершадь, вул. Ярослава Мудрого, 15"
502,1,700,UA,18,50.245556,28.642541,,A,10,10,502,0,N,7380,N,Y,СТАНДАРТ,uk,"вул. Чуднівська, 92",,Житомир,,380678202130,ПН - НД 7:00 - 21:00,,,3,Україна,502,"Аврора #502 Житомир, вул. Чуднівська, 92"
503,1,6460,UA,59,50.558687,33.799326,,A,10,10,503,0,N,12394,N,Y,СТАНДАРТ,uk,"вул. Полтавська, 27-А",,Липова Долина,,380678202131,ПН - НД 7:00 - 19:00,,,3,Україна,503,"Аврора #503 Липова Долина, вул. Полтавська, 27-А"
504,1,6040,UA,32,50.274736,31.764152,,A,10,10,504,0,N,27337,N,Y,СТАНДАРТ,uk,"вул. Незалежності, 100",,Яготин,,380678171319,ПН - НД 7:00 - 21:00,,,3,Україна,504,"Аврора #504 Яготин, вул. Незалежності, 100"
505,1,7510,UA,56,50.522479,26.234756,,A,10,10,505,0,N,8291,N,Y,СТАНДАРТ,uk,"вул. Паркова, 69",,Здолбунів,,380678171315,ПН - НД 8:00 - 21:00,,,3,Україна,505,"Аврора #505 Здолбунів, вул. Паркова, 69"
506,1,6950,UA,63,50.055128,36.203472,,A,10,10,506,0,N,25339,N,Y,СТАНДАРТ,uk,"просп. Людвіга Свободи, 39",,Харків,,380678068720,ПН - НД 9:00 - 21:00,,,3,Україна,506,"Аврора #506 Харків, просп. Людвіга Свободи, 39"
507,1,6940,UA,63,49.918194,36.416722,,A,10,10,507,0,N,25339,N,Y,СТАНДАРТ,uk,"вул. Роганська, 140",,Харків,,380671768669,ПН - НД 8:00 - 21:00,,,3,Україна,507,"Аврора #507 Харків, вул. Роганська, 140"
509,1,8400,UA,14,48.737731,37.588469,,A,10,10,509,0,N,11141,N,Y,СТАНДАРТ,uk,"вул. Василя Стуса, 37",,Краматорськ,,380671916303,ПН - НД 7:00 - 20:00,,,3,Україна,509,"Аврора #509 Краматорськ, вул. Василя Стуса, 37"
510,1,8290,UA,,46.666854,32.610649,,A,10,10,510,0,N,25391,N,Y,СТАНДАРТ,uk,"просп. 200-річчя Херсона, 26",,Херсон,,380671317270,ПН - НД 7:00 - 19:00,,,3,Україна,510,"Аврора #510 Херсон, просп. 200-річчя Херсона, 26"
513,1,1740,UA,12,47.574775,34.347764,,A,10,10,513,0,N,15827,N,Y,СТАНДАРТ,uk,"вул. Херсонська, 367/1",,Нікополь,,380678202134,ПН - НД 8:00 - 20:00,,,3,Україна,513,"Аврора #513 Нікополь, вул. Херсонська, 367/1"
514,1,1870,UA,12,48.215725,36.006383,,A,10,10,514,0,N,2513,N,Y,СТАНДАРТ,uk,"пров. Театральний, 14",,Васильківка,,380678202135,ПН - НД 7:00 - 21:00,,,3,Україна,514,"Аврора #514 Васильківка, пров. Театральний, 14"
515,1,2910,UA,12,47.81054,34.74199,,A,10,10,515,0,N,24451,N,Y,СТАНДАРТ,uk,"вул. Лесі Українки, 27",,Томаківка,,380674058193,ПН - НД 8:00 - 19:00,,,3,Україна,515,"Аврора #515 Томаківка, вул. Лесі Українки, 27"
518,1,290,UA,63,50.011913,36.352861,,A,10,10,518,57,N,25339,N,Y,МАКСІ,uk,"просп. Тракторобудівників, 130",,Харків,,380671768641,ПН - НД 8:00 - 21:00,,,3,Україна,518,"Аврора #518 Харків, просп. Тракторобудівників, 130"
519,1,6930,UA,63,49.944916,36.315095,,A,10,10,519,0,N,25339,N,Y,СТАНДАРТ,uk,"просп. Героїв Сталінграду, 171",,Харків,,380678286102,ПН - НД 8:00 - 20:00,,,3,Україна,519,"Аврора #519 Харків, просп. Героїв Сталінграду, 171"
520,1,5840,UA,71,48.750098,30.220746,,A,10,10,520,0,N,25059,N,Y,СТАНДАРТ,uk,"вул. Небесної Сотні, 5",,Умань,,380675144017,ПН - НД 8:00 - 21:00,,,3,Україна,520,"Аврора #520 Умань, вул. Небесної Сотні, 5"
521,1,8110,UA,63,49.4522692,36.8436287,,A,10,10,521,0,N,525,N,Y,СТАНДАРТ,uk,"вул. Жовтнева, 31-А",,Балаклія,,380671769161,ПН - НД 7:00 - 20:00,,,3,Україна,521,"Аврора #521 Балаклія, вул. Жовтнева, 31-А"
523,1,6920,UA,68,49.984267,36.188474,,A,10,10,523,0,N,25339,N,Y,СТАНДАРТ,uk,"вул. Полтавський Шлях, 123",,Харків,,380674427110,ПН - НД 8:00 - 20:00,,,3,Україна,523,"Аврора #523 Харків, вул. Полтавський Шлях, 123"
524,1,5540,UA,74,51.179213,32.828646,,A,10,10,524,0,N,679,N,Y,СТАНДАРТ,uk,"вул. Дружби, 9",,Бахмач,,380671037627,ПН - НД 7:00 - 21:00,,,3,Україна,524,"Аврора #524 Бахмач, вул. Дружби, 9"
525,1,1450,UA,32,49.827198,30.421595,,A,10,10,525,0,N,24948,N,Y,СТАНДАРТ,uk,"вул. Незалежності, 25-А",,Узин,,380671037579,ПН - НД 7:00 - 21:00,,,3,Україна,525,"Аврора #525 Узин, вул. Незалежності, 25-А"
526,1,6030,UA,32,49.557377,30.504097,,A,10,10,526,0,N,24064,N,Y,МАКСІ,uk,"вул. Богдана Хмельницького, 59",,Тараща,,380673782475,ПН - НД 7:30 - 20:30,,,3,Україна,526,"Аврора #526 Тараща, вул. Богдана Хмельницького, 59"
528,1,2370,UA,68,49.653273,26.973697,,A,10,10,528,0,N,11146,N,Y,СТАНДАРТ,uk,"вул. Ціолковського, 4",,Красилів,,380671037623,ПН - НД 8:00 - 21:00,,,3,Україна,528,"Аврора #528 Красилів, вул. Ціолковського, 4"
529,1,6470,UA,59,50.907192,34.839006,,A,10,10,529,0,N,23743,N,Y,СТАНДАРТ,uk,"вул. Героїв Крут, 60/4",,Суми,,380674030106,ПН - НД 8:00 - 21:00,,,3,Україна,529,"Аврора #529 Суми, вул. Героїв Крут, 60/4"
531,1,120,UA,74,51.047847,31.880007,,A,10,10,531,40,N,15822,N,Y,СТАНДАРТ,uk,"вул. Шевченка, 4",,Ніжин,,380671037925,ПН - НД 7:00 - 21:00,,,3,Україна,531,"Аврора #531 Ніжин, вул. Шевченка, 4"
532,1,2320,UA,74,51.372888,31.645282,,A,10,10,532,0,N,11785,N,Y,СТАНДАРТ,uk,"Шевченка, 1",,Куликівка,,380671037647,ПН - НД 7:00 - 20:00,,,3,Україна,532,"Аврора #532 Куликівка, Шевченка, 1"
534,1,2310,UA,18,50.469348,28.265308,,A,10,10,534,0,N,20284,N,Y,СТАНДАРТ,uk,"вул. Героїв Небесної сотні, 3-А",,Пулини,,380671037655,ПН - НД 8:00 - 21:00,,,3,Україна,534,"Аврора #534 Пулини, вул. Героїв Небесної сотні, 3-А"
535,1,5380,UA,35,48.494505,32.203579,,A,10,10,535,0,N,11558,N,Y,СТАНДАРТ,uk,"вул. Генерала Жадова, 23",,Кропивницький,,380674009724,ПН - НД 8:00 - 21:00,,,3,Україна,535,"Аврора #535 Кропивницький, вул. Генерала Жадова, 23"
537,1,3550,UA,18,50.014116,29.015944,,A,10,10,537,0,N,202,N,Y,СТАНДАРТ,uk,"вул. Зозулинського, 20-А",,Андрушівка,,380671183785,ПН - НД 8:00 - 21:00,,,3,Україна,537,"Аврора #537 Андрушівка, вул. Зозулинського, 20-А"
538,1,410,UA,53,49.565661,34.504936,,A,10,10,538,69,N,19657,Y,Y,СТАНДАРТ,uk,"вул. Івана Мазепи, 37",<p>Доставка 3-5 дні&nbsp;</p>,Полтава,,380679127064,ПН - НД 8:00 - 21:00,,,3,Україна,538,"Аврора #538 Полтава, вул. Івана Мазепи, 37"
539,1,4610,UA,12,48.506504,34.604661,,A,10,10,539,0,N,9452,N,Y,СТАНДАРТ,uk,"вул. Миру, 17",,Кам'янське,,380677472065,ПН - НД 8:00 - 21:00,,,3,Україна,539,"Аврора #539 Кам'янське, вул. Миру, 17"
542,1,2650,UA,48,47.859378,30.584617,,A,10,10,542,0,N,4458,N,Y,СТАНДАРТ,uk,"вул. Даши Дяченко, 2",,Врадіївка,,380677472305,ПН - НД 8:00 - 21:00,,,3,Україна,542,"Аврора #542 Врадіївка, вул. Даши Дяченко, 2"
543,1,2790,UA,35,48.898517,33.450975,,A,10,10,543,0,N,17683,N,Y,СТАНДАРТ,uk,"вул. Центральна, 10",,Онуфріївка,,380677472123,ПН - НД 8:00 - 20:00,,,3,Україна,543,"Аврора #543 Онуфріївка, вул. Центральна, 10"
544,1,5850,UA,71,48.76135,30.219395,,A,10,10,544,0,N,25059,N,Y,СТАНДАРТ,uk,"вул. Київська, 1/15",,Умань,,380679087068,ПН - НД 7:00 - 20:00,,,3,Україна,544,"Аврора #544 Умань, вул. Київська, 1/15"
547,1,8420,UA,56,50.417989,25.745515,,A,10,10,547,0,N,7044,N,Y,СТАНДАРТ,uk,"площа Майдан Незалежності, 3",,Дубно,,380671916344,ПН - НД 8:00 - 20:00,,,3,Україна,547,"Аврора #547 Дубно, площа Майдан Незалежності, 3"
549,1,420,UA,53,49.594566,34.534903,,A,10,10,549,70,N,19657,Y,Y,СТАНДАРТ,uk,"вул. Юліана Матвійчука, 88",<p>Доставка 3-5 дні&nbsp;</p>,Полтава,,380677472314,ПН - НД 8:00 - 21:00,,,3,Україна,549,"Аврора #549 Полтава, вул. Юліана Матвійчука, 88"
550,1,470,UA,12,47.913298,33.456891,,A,10,10,550,0,N,11401,N,Y,СТАНДАРТ,uk,"вул. Серафімовича, 93",,Кривий Ріг,,380677472312,ПН - НД 7:00 - 19:00,,,3,Україна,550,"Аврора #550 Кривий Ріг, вул. Серафімовича, 93"
553,1,6020,UA,32,49.812344,30.0879,,A,10,10,553,0,N,1120,N,Y,СТАНДАРТ,uk,"бульв. Олександрійський, ",,Біла Церква,,380677594730,ПН - НД 7:00 - 21:00,,,3,Україна,553,"Аврора #553 Біла Церква, бульв. Олександрійський, "
554,1,3580,UA,18,50.260226,28.661185,,A,10,10,554,0,N,7380,N,Y,СТАНДАРТ,uk,"вул. Покровська, 19",,Житомир,,380677779635,ПН - НД 8:00 - 21:00,,,3,Україна,554,"Аврора #554 Житомир, вул. Покровська, 19"
555,1,6990,UA,63,50.161532,35.523932,,A,10,10,555,0,N,1545,N,Y,СТАНДАРТ,uk,"площа Незалежності, 27",,Богодухів,,380677594760,ПН - НД 8:00 - 21:00,,,3,Україна,555,"Аврора #555 Богодухів, площа Незалежності, 27"
556,1,6480,UA,59,50.885866,34.783257,,A,10,10,556,0,N,23743,N,Y,СТАНДАРТ,uk,"вул. Герасима Кондратьєва, 122",,Суми,,380970002519,ПН - НД 8:00 - 21:00,,,3,Україна,556,"Аврора #556 Суми, вул. Герасима Кондратьєва, 122"
557,1,2060,UA,35,48.112256,32.779162,,A,10,10,557,0,N,6786,N,Y,СТАНДАРТ,uk,"вул. Ольгерда Бочковського, 9-Б",,Долинська,,380677595132,ПН - НД 8:00 - 21:00,,,3,Україна,557,"Аврора #557 Долинська, вул. Ольгерда Бочковського, 9-Б"
560,1,310,UA,,47.904626,33.375618,,A,10,10,560,59,N,11401,N,Y,МАКСІ,uk,"вул. Гетьманська, 74",,Кривий Ріг,,380677595019,ПН - НД 7:00 - 21:00,,,3,Україна,560,"Аврора #560 Кривий Ріг, вул. Гетьманська, 74"
562,1,7330,UA,68,49.535813,26.21063,,A,10,10,562,0,N,4289,N,Y,СТАНДАРТ,uk,"вул Незалежносоті, 25",,Волочиськ,,380679095112,ПН - НД 8:00 - 21:00,,,3,Україна,562,"Аврора #562 Волочиськ, вул Незалежносоті, 25"
563,1,6500,UA,59,50.936485,34.784547,,A,10,10,563,0,N,23743,N,Y,СТАНДАРТ,uk,"просп. Перемоги, 81-А",,Суми,,380679083802,ПН - НД 8:00 - 21:00,,,3,Україна,563,"Аврора #563 Суми, просп. Перемоги, 81-А"
564,1,7010,UA,71,49.187327,31.895502,,A,10,10,564,0,N,22494,N,Y,СТАНДАРТ,uk,"вул. 40 років Перемоги, 6",,Сміла,,380671768931,ПН - НД 8:00 - 21:00,,,3,Україна,564,"Аврора #564 Сміла, вул. 40 років Перемоги, 6"
565,1,3370,UA,05,49.034166,28.115128,,A,10,10,565,0,N,7385,N,Y,СТАНДАРТ,uk,"вул. Б. Хмельницького, 10",,Жмеринка,,380679086256,ПН - НД 7:00 - 21:00,,,3,Україна,565,"Аврора #565 Жмеринка, вул. Б. Хмельницького, 10"
566,1,2940,UA,12,48.037572,33.481059,,A,10,10,566,0,N,11401,N,Y,СТАНДАРТ,uk,"вул. Романа Шухевича, 26",,Кривий Ріг,,380679031220,ПН - НД 7:00 - 21:00,,,3,Україна,566,"Аврора #566 Кривий Ріг, вул. Романа Шухевича, 26"
567,1,10630,UA,65,46.637781,32.611634,,A,10,10,567,0,N,25391,N,Y,СТАНДАРТ,uk,"вул. Олеся Гончара, 9/38",,Херсон,,380671736425,ПН - НД 8:00 - 19:00,,,3,Україна,567,"Аврора #567 Херсон, вул. Олеся Гончара, 9/38"
568,1,4350,UA,23,47.890775,35.070957,,A,10,10,568,0,N,8003,N,Y,СТАНДАРТ,uk,"вул. Толока професора, 28-Б",,Запоріжжя,,380679367245,ПН - НД 7:00 - 20:00,,,3,Україна,568,"Аврора #568 Запоріжжя, вул. Толока професора, 28-Б"
569,1,2620,UA,48,46.623568,31.526038,,A,10,10,569,0,N,17978,N,Y,МАКСІ,uk,"вул. Будівельників, 18",,Очаків,,380670079950,ПН - НД 7:00 - 20:00,,,3,Україна,569,"Аврора #569 Очаків, вул. Будівельників, 18"
570,1,1300,UA,05,49.032365,28.111804,,A,10,10,570,0,N,7385,N,Y,СТАНДАРТ,uk,"вул. Короленка, 3",,Жмеринка,,380677421753,ПН - НД 8:00 - 20:00,,,3,Україна,570,"Аврора #570 Жмеринка, вул. Короленка, 3"
572,1,7400,UA,68,50.188431,27.062887,,A,10,10,572,0,N,26775,N,Y,СТАНДАРТ,uk,"просп. Миру, 14",,Шепетівка,,380671769228,ПН - НД 8:00 - 21:00,,,3,Україна,572,"Аврора #572 Шепетівка, просп. Миру, 14"
573,1,4360,UA,23,47.897229,35.147104,,A,10,10,573,0,N,8003,N,Y,СТАНДАРТ,uk,"вул. Тенісна, 13",,Запоріжжя,,380679298219,ПН - НД 7:00 - 20:00,,,3,Україна,573,"Аврора #573 Запоріжжя, вул. Тенісна, 13"
574,1,4630,UA,12,48.597692,34.556501,,A,10,10,574,0,N,9452,N,Y,СТАНДАРТ,uk,"просп. Перемоги, 26",,Кам'янське,,380677004616,ПН - НД 8:00 - 21:00,,,3,Україна,574,"Аврора #574 Кам'янське, просп. Перемоги, 26"
575,1,140,UA,12,48.484629,34.920838,,A,10,10,575,42,N,6562,N,Y,СТАНДАРТ,uk,"вул. Набережна Заводська, 101-М",,Дніпро,,380677395434,ПН - НД 8:00 - 21:00,,,3,Україна,575,"Аврора #575 Дніпро, вул. Набережна Заводська, 101-М"
576,1,1570,UA,63,48.881966,36.278288,,A,10,10,576,0,N,12753,N,Y,СТАНДАРТ,uk,"мікрорайон 3, 38",,Лозова,,380677543905,ПН - НД 7:00 - 21:00,,,3,Україна,576,"Аврора #576 Лозова, мікрорайон 3, 38"
577,1,7020,UA,71,49.228252,31.865211,,A,10,10,577,0,N,22494,N,Y,СТАНДАРТ,uk,"вул. Незалежності, 67-з",,Сміла,,380677435898,ПН - НД 8:00 - 21:00,,,3,Україна,577,"Аврора #577 Сміла, вул. Незалежності, 67-з"
578,1,990,UA,71,49.449091,32.052023,,A,10,10,578,0,N,26166,N,Y,СТАНДАРТ,uk,"бульв. Шевченка, 145",,Черкаси,,380679271035,ПН - НД 8:00 - 21:00,,,3,Україна,578,"Аврора #578 Черкаси, бульв. Шевченка, 145"
579,1,3590,UA,18,50.95156,28.637174,,A,10,10,579,0,N,10812,N,Y,СТАНДАРТ,uk,"вул. Базарна площа, 1",,Коростень,,380677545261,ПН - НД 7:00 - 20:00,,,3,Україна,579,"Аврора #579 Коростень, вул. Базарна площа, 1"
580,1,300,UA,63,50.021889,36.366754,,A,10,10,580,58,N,25339,N,Y,СТАНДАРТ,uk,"просп. Тракторобудівників, 160-Б",,Харків,,380671769068,ПН - НД 8:00 - 20:00,,,3,Україна,580,"Аврора #580 Харків, просп. Тракторобудівників, 160-Б"
581,1,12560,UA,14,49.037326,37.553458,,A,10,10,581,0,N,21758,N,Y,СТАНДАРТ,uk,"вул. Островського, 50-Б",,Святогірськ,,380671426745,ПН - НД 8:00 - 20:00,,,3,Україна,581,"Аврора #581 Святогірськ, вул. Островського, 50-Б"
582,1,2590,UA,48,47.948066,30.34357,,A,10,10,582,0,N,11392,N,Y,СТАНДАРТ,uk,"вул. Центральна, 31",,Криве Озеро,,380677550445,ПН - НД 8:00 - 21:00,,,3,Україна,582,"Аврора #582 Криве Озеро, вул. Центральна, 31"
583,1,4370,UA,23,47.825582,35.165677,,A,10,10,583,0,N,8003,N,Y,СТАНДАРТ,uk,"просп. Соборний, 87-В",,Запоріжжя,,380677554884,ПН - НД 7:00 - 20:00,,,3,Україна,583,"Аврора #583 Запоріжжя, просп. Соборний, 87-В"
584,1,150,UA,59,51.86628,33.461337,,A,10,10,584,43,N,26980,N,Y,МАКСІ,uk,"вул.Чернігівська, 19",,Шостка,,380671315706,ПН - НД 7:00 - 21:00,,,3,Україна,584,"Аврора #584 Шостка, вул.Чернігівська, 19"
587,1,2870,UA,53,49.065853,33.404485,,A,10,10,587,0,N,11352,N,Y,СТАНДАРТ,uk,"вул. Академіка Маслова, 15/4",,Кременчук,,380677429469,ПН - НД 8:00 - 21:00,,,3,Україна,587,"Аврора #587 Кременчук, вул. Академіка Маслова, 15/4"
588,1,6980,UA,71,49.837254,36.689164,,A,10,10,588,0,N,26457,N,Y,СТАНДАРТ,uk,"бульв. Комарова, 12-А",,Чугуїв,,380677318528,ПН - НД 7:00 - 20:00,,,3,Україна,588,"Аврора #588 Чугуїв, бульв. Комарова, 12-А"
590,1,7130,UA,71,49.41963,32.10262,,A,10,10,590,0,N,26166,N,Y,СТАНДАРТ,uk," вул. Сінна, 5",,Черкаси,,380677161977,ПН - НД 7:00 - 21:00,,,3,Україна,590,"Аврора #590 Черкаси,  вул. Сінна, 5"
591,1,6810,UA,71,48.88711,30.69967,,A,10,10,591,0,N,23950,N,Y,СТАНДАРТ,uk,"вул. Соборна, 20",,Тальне,,380673988983,ПН - НД 8:00 - 21:00,,,3,Україна,591,"Аврора #591 Тальне, вул. Соборна, 20"
592,1,5310,UA,14,48.533831,37.065735,,A,10,10,592,0,N,1229,N,Y,СТАНДАРТ,uk,"вул. Ватутіна, 8",,Білозерське,,380671768665,ПН - НД 8:00 - 20:00,,,3,Україна,592,"Аврора #592 Білозерське, вул. Ватутіна, 8"
593,1,3600,UA,18,49.89792,28.58532,,A,10,10,593,0,N,785,N,Y,СТАНДАРТ,uk,"вул. Шевченка, 28",,Бердичів,,380677142858,ПН - НД 7:00 - 21:00,,,3,Україна,593,"Аврора #593 Бердичів, вул. Шевченка, 28"
594,1,6910,UA,63,50.00315,36.340335,,A,10,10,594,0,N,25339,N,Y,СТАНДАРТ,uk,"просп. Тракторобудівників, 71",,Харків,,380677174269,ПН - НД 8:00 - 21:00,,,3,Україна,594,"Аврора #594 Харків, просп. Тракторобудівників, 71"
595,1,1150,UA,51,47.716967,29.957605,,A,10,10,595,0,N,94,N,Y,СТАНДАРТ,uk,"вул. Незалежності, 4",,Ананьїв,,380677149278,ПН - НД 8:00 - 21:00,,,3,Україна,595,"Аврора #595 Ананьїв, вул. Незалежності, 4"
596,1,7220,UA,51,47.540792,29.455332,,A,10,10,596,0,N,17329,N,Y,СТАНДАРТ,uk,"вул. Першотравнева, 1",,Окни,,380677148235,ПН - НД 7:00 - 21:00,,,3,Україна,596,"Аврора #596 Окни, вул. Першотравнева, 1"
597,1,9200,UA,65,46.648485,32.563181,,A,10,10,597,0,N,25391,N,Y,СТАНДАРТ,uk,"вул. Лавреньова, 12",,Херсон,,380671848621,ПН - НД 7:00 - 19:00,,,3,Україна,597,"Аврора #597 Херсон, вул. Лавреньова, 12"
598,1,6900,UA,63,49.949709,36.163913,,A,10,10,598,0,N,25339,N,Y,СТАНДАРТ,uk,"просп. Ново-Баварський, 81",,Харків,,380677346365,ПН - НД 8:00 - 21:00,,,3,Україна,598,"Аврора #598 Харків, просп. Ново-Баварський, 81"
599,1,3500,UA,05,48.23926,28.273691,,A,10,10,599,0,N,27430,N,Y,СТАНДАРТ,uk,"вул. Свободи, 95",,Ямпіль,,380677164534,ПН - НД 8:00 - 20:00,,,3,Україна,599,"Аврора #599 Ямпіль, вул. Свободи, 95"
600,1,3610,UA,18,51.203092,29.081849,,A,10,10,600,0,N,15498,N,Y,СТАНДАРТ,uk,"вул. Свято-Миколаївська, 140",,Народичі,,380671768693,ПН - НД 8:00 - 21:00,,,3,Україна,600,"Аврора #600 Народичі, вул. Свято-Миколаївська, 140"
601,1,3620,UA,18,51.321727,28.805178,,A,10,10,601,0,N,17183,N,Y,СТАНДАРТ,uk,"вул. І. Богуна, 8-Б",,Овруч,,380674847591,ПН - НД 8:00 - 21:00,,,3,Україна,601,"Аврора #601 Овруч, вул. І. Богуна, 8-Б"
602,1,9110,UA,63,50.088975,36.255452,,A,10,10,602,0,N,25339,N,Y,СТАНДАРТ,uk,"вул. Академіка Вальтера, 7",,Харків,,380671441157,ПН - НД 8:00 - 19:00,,,3,Україна,602,"Аврора #602 Харків, вул. Академіка Вальтера, 7"
603,1,6890,UA,63,49.940827,36.376272,,A,10,10,603,0,N,25339,N,Y,СТАНДАРТ,uk,"просп. Індустріальний, 26",,Харків,,380677369706,ПН - НД 8:00 - 21:00,,,3,Україна,603,"Аврора #603 Харків, просп. Індустріальний, 26"
604,1,3430,UA,05,48.443178,27.79948,,A,10,10,604,0,N,15018,N,Y,СТАНДАРТ,uk,"вул. Стависька, 2-В",, Могилів-Подільський,,380677390120,ПН - НД 8:00 - 21:00,,,3,Україна,604,"Аврора #604  Могилів-Подільський, вул. Стависька, 2-В"
606,1,5520,UA,48,47.630913,30.986042,,A,10,10,606,0,N,6817,N,Y,СТАНДАРТ,uk,"вул. Свободи, 22-А",,Доманівка,,380677317691,ПН - НД 7:00 - 21:00,,,3,Україна,606,"Аврора #606 Доманівка, вул. Свободи, 22-А"
607,1,2130,UA,59,51.256012,33.198206,,A,10,10,607,0,N,10597,N,Y,СТАНДАРТ,uk,"вул. Вирівська, 27",,Конотоп,,380677390163,ПН - НД 8:00 - 21:00,,,3,Україна,607,"Аврора #607 Конотоп, вул. Вирівська, 27"
611,1,8090,UA,53,49.581745,34.582203,,A,10,10,611,0,N,19657,Y,Y,СТАНДАРТ,uk,"вул. Старий Поділ, 8",,Полтава,,380674847616,ПН - НД 8:00 - 21:00,,,3,Україна,611,"Аврора #611 Полтава, вул. Старий Поділ, 8"
612,1,1560,UA,32,50.327796,31.501019,,A,10,10,612,0,N,850,N,Y,СТАНДАРТ,uk,"вул. Привокзальна, 1-А",,Березань,,380674848122,ПН - НД 7:00 - 21:00,,,3,Україна,612,"Аврора #612 Березань, вул. Привокзальна, 1-А"
613,1,7520,UA,56,50.877405,26.455473,,A,10,10,613,0,N,10936,N,Y,СТАНДАРТ,uk,"вул. Героїв України, 11",,Костопіль,,380677004255,ПН - НД 8:00 - 20:00,,,3,Україна,613,"Аврора #613 Костопіль, вул. Героїв України, 11"
614,1,1060,UA,71,49.425914,32.07859,,A,10,10,614,0,N,26166,N,Y,СТАНДАРТ,uk,"вул. Надпільна, 419",,Черкаси,,380674847629,ПН - НД 8:00 - 21:00,,,3,Україна,614,"Аврора #614 Черкаси, вул. Надпільна, 419"
615,1,8440,UA,32,49.818228,30.07074,,A,10,10,615,0,N,1120,N,Y,СТАНДАРТ,uk,"вул. Крижанівського, 3",,Біла Церква,,380676330567,ПН - НД 7:00 - 21:00,,,3,Україна,615,"Аврора #615 Біла Церква, вул. Крижанівського, 3"
618,1,6880,UA,63,49.95493,36.21219,,A,10,10,618,0,N,25339,N,Y,СТАНДАРТ,uk,"вул. Власенко, 3",,Харків,,380671768492,ПН - НД 8:00 - 20:00,,,3,Україна,618,"Аврора #618 Харків, вул. Власенко, 3"
619,1,4010,UA,46,49.151996,23.035289,,A,10,10,619,0,N,24845,N,Y,СТАНДАРТ,uk,"вул. Молодіжна, 2-Б",,Турка,,380674847607,ПН - НД 8:00 - 21:00,,,3,Україна,619,"Аврора #619 Турка, вул. Молодіжна, 2-Б"
620,1,1820,UA,12,48.348182,33.498455,,A,10,10,620,0,N,7407,N,Y,СТАНДАРТ,uk,"вул. Героїв України, 6",,Жовті Води,,380677004179,ПН - НД 8:00 - 21:00,,,3,Україна,620,"Аврора #620 Жовті Води, вул. Героїв України, 6"
621,1,2950,UA,12,47.945018,33.42607,,A,10,10,621,0,N,11401,N,Y,СТАНДАРТ,uk,"вул. Генерала Радієвського, 1-А",,Кривий Ріг,,380671655202,ПН - НД 8:00 - 21:00,,,3,Україна,621,"Аврора #621 Кривий Ріг, вул. Генерала Радієвського, 1-А"
622,1,2660,UA,48,47.69337,32.5121,,A,10,10,622,0,N,16082,N,Y,СТАНДАРТ,uk,"вул. Грушевського, 6",,Новий Буг,,380674848115,ПН - НД 8:00 - 21:00,,,3,Україна,622,"Аврора #622 Новий Буг, вул. Грушевського, 6"
623,1,160,UA,48,46.95638,31.94821,,A,10,10,623,44,N,14423,N,Y,СТАНДАРТ,uk,"вул. Генерала Карпенка, 2/1-П",,Миколаїв,,380674848112,ПН - НД 8:00 - 21:00,,,3,Україна,623,"Аврора #623 Миколаїв, вул. Генерала Карпенка, 2/1-П"
625,1,5760,UA,77,48.157956,25.722975,,A,10,10,625,0,N,23541,N,Y,СТАНДАРТ,uk,"вул. Федьковича, 15",,Сторожинець,,380671768991,ПН - НД 8:00 - 20:00,,,3,Україна,625,"Аврора #625 Сторожинець, вул. Федьковича, 15"
626,1,4100,UA,12,48.407442,35.050826,,A,10,10,626,0,N,6562,N,Y,СТАНДАРТ,uk,"бульв. Слави, 45",,Дніпро,,380674848127,ПН - НД 7:00 - 20:00,,,3,Україна,626,"Аврора #626 Дніпро, бульв. Слави, 45"
